Comments,Label
ആ ഇടുന്ന expression ന്റെ പകുതിയെങ്കിലും ആ പാട്ടിലുണ്ടായെങ്കിൽ 🔥 ആവശ്യമില്ലാതെ കൊച്ചിന് പ്രൊഹാസാനം കൊടുക്കരുതേ 😞,1
Enthina kunje engane karayunnathu 😢,0
Ipo penpillerlla enthina ee saree vakanj vechit vayarum thalli pidich nikkunathm dance kalikunathm,1
"ചേട്ടാ നിങ്ങള് കുറേ വർഷങ്ങളായിട്ട് പ്രായമാകാൻ മറന്നുപോയി. അസൂയ കൊണ്ടൊന്നുമല്ല, ഒന്നോർമിപ്പിച്ചതാ",0
എന്തോ വയ്യാഴിക ഉണ്ട്..!! കൊച്ചിന് 😢😢😢😢,1
achanod paranjitt oru dupine vech paadayirunnile mwole,1
Aarum illey kochine oru glass vellam kodukkan.Athine nenjuvedhana edukkunnenne thonnunne pavam 😂,0
ആ കൊട്ടുവാ ഇട്ട വരികൾ എനിക്ക് ഒരുപാട് ഇഷ്ടായി..,0
പാവം അതിന് വല്ലാത്ത സങ്കടം ഉണ്ട് ട്ടോ.... വയ്യ തോന്നുന്നു 😔,1
Ithilm nallath mindatheirikkunath alle,1
Ivalkku thuran muttuno,1
Kashttm nirthi podi,1
മോള് കഞ്ഞി കുടിച്ചില്ല എന്ന് പറഞ്ഞ കരയാണോ 😢,1
Appurathe veetile Mamen marichappo maami eganeya Karanjath 😢eth kettappo enik Aa mamiye orma vannu,0
Look koodi undayirunu engil ulla avastha,1
മോളുടെ ഭംഗി onnu വേറെ.... ഇത്.... കോപ്രായങ്ങൾ കാണിക്കുന്നു,1
Ichire kanji edukkatte😢,0
നീ കൊള്ളാല്ലോടി തിപ്പെട്ടിക്കോളി 😁❤️🥰,1
സെലിബ്രിറ്റിയുടെ മകൾ ചെയ്തത് കൊണ്ട് നന്നായി…..നമ്മളൊക്കെ ആയിരുന്നെങ്കിൽ കോളനി ആയേനെ🤮🤮,1
എന്താ ഉദ്ദേശിച്ചതും കൂടെ പറ,0
പറ്റുന്ന പണിക്ക് പോയാൽ പോരെ 🙊,1
Daivam swondaryathil anugrahichin enthello kolam kethinned annina,1
ആ ഇപ്പോൾതന്നെ practice തുടങ്ങിയത് നന്നായി എന്തെങ്കിലും skill കയ്യിൽ ഉള്ളത് നല്ലതാ..,0
അവൾക്ക് മലയാളം അറിയില്ല,1
"എന്റെ പൊന്നു ഇന്ദ്രജിത്ത് ചേട്ട,മനുഷ്യനു സമാധാനം താ",1
Iyyal enthonnu pamp aanno avnte oru naakk,0
ചിലറ കെഴപ്പ് ഒന്നും അല്ല മുത്തുമൈരന്ന്,1
ഇങ്ങനെ ഒരു പൂറൻ,1
"Nayente jenmathinu porathek varathonda pavam
Btw ee chettan matram alla comment box sredicha agane kore enam ind manasilayi",0
ഇക്കിളി ആക്കി നോക്കി എന്നിട്ടും ചിരിവരുന്നില്ല 😶,0
ബാക്കിൽ എന്ത് ജീവിയാണ്..?,1
kannh thatte irikkanh aano backil ulla vettavaliyan😂😂,1
Etha eyy kunna,1
ഫിസിക്കലി abused നിന്നെയോ 😂ആരാടാ അവൻ 😂,1
ഇങ്ങനെ ചിലപ്പോൾ നിൻ്റെ തന്ത ആയിരിക്കും പറയുക.... ഞങ്ങളുടെ language നേ കളിയാക്കാൻ നിൽക്കണ്ട.,1
enik Nallonam samsarikyan ariyam ivide voice option ila alengil voice ayach prove cheythene,0
Ahh specs vecha chetan matram honest expression ittu . 😂👏,0
മാമി അല്ല വെല്ലിമ്മ 😂😂,1
ഉടനെ ഒരു voice msg വരും ഷോർട്ട് ഫിലിം അഭിനയിക്കാൻ താല്പര്യം ഉണ്ടോന്ന് ചോയിച്ചു 🏃😹,0
മിക്കവാറും ഇവരുടെ vibe set ആയിട്ട് അവൾ ഇവരുടെ കൂടെ കൂടാൻ കേരളത്തിലേക്ക് flight കേറും 😂😂,0
Peru ketta shesham ithinoke njan enthu parayanaa😂😂,0
ആ പല്ലിന്റെ വിടവിൽ കാറ്റ് പോയോണ്ട.അല്ലേൽ കറക്റ്റ് പറഞ്ഞേനെ 😂,0
Athinte battery arengilum uri vekk 🙂,0
ആക്ഷൻ കണ്ടിട്ട് പൊറിഞ്ചു അല്ല തങ്കൻ ആണെന്ന് തോന്നുന്നു 😂😂,0
Avn kudumbom kuttiyoloke ayille daa🫠🤌🏻,0
Aa amme orikalum vishamipikaruth🥺❤️,0
nannayittund myre🔥,1
nthokke avathrangal aanh ntho!?🤷🏻‍♂️🥲,1
1 മാസത്തേക്ക് ഉള്ള eyeliner ഒരു ദിവസം കൊണ്ട് തീർത്ത് അവരാതി 🥲,1
Enth myr oke kannanam oru divasam kaziyan 😢👏,1
athinte battery arengilum uri vekk 🙂,0
ath angtt puzhungi angtt edtho😂,0
ഇതിന്റെ അപ്പുറം കാണിച്ചിട്ട നമ്മളു ഇവിടെ വരെ എത്തിയെ അതോണ്ട് മോൻ എണീച്ചു കുണ്ടിലെ മണ്ണും തട്ടി പൊ 💀🔥,0
athyam mind aakand irunna 5 mint kazhinj nirthikkolum😂thanne eneet porum 😂😂,0
കുറച്ചേലും ബുദ്ധി ഉണ്ടേൽ മന്ദബുദ്ധി എന്നെങ്കിലും വിളിക്കാമായിരുന്നു 😂😂😂,0
Ellavarum ore swarathil chodikunnu ith endh thenga😂😮,0
അമൃതപ്പൊടി തിന്നു കിക്ക് ആയതാ😂🔥,0
kazhinja jenmathil chundeli aayirunnu ee chechi😂😂,0
Ithinte sugam vereyaan🥰,0
Kanatha divasam ella😂😂😂,0
ഒന്നും ചെയ്യല്ലേ വാസ്സു അണ്ണാ.. 🚶,0
സിൽപ് ആയതാടോ 🤭🤣😂,0
"ഇനി ഒന്നും ചെയ്യാനില്ല, സാധനങ്ങളൊക്കെ നുള്ളി പ്പിറക്കി നാട് വിടുക എന്നിട്ട് പുതിയ ഒരു ജീവിതം തുടങ്ങുക 🚶",0
നാട് വിടുകയാണെങ്കിൽ ഈ ഭാഗത്തേക്ക് വരണ്ട ഇവിടെ എല്ലാരും കണ്ടു ഇത് 😂,0
അവസാനം തെറ്റിപ്പോയി എന്ന് പറയുന്ന കേട്ടാൽ തോന്നും ബാക്കി മൊത്തം പാടിയത് കറക്ടാ എന്ന് 🫩,1
Sathym parayalo evadakkayoo rassand paadiyathu🙂🤌🏻,0
ഹീറോന്റെ അനിയത്തി അല്ലെ 😂😂,0
Oo nichuuu cute itt mezhukanen😂,1
ഇടക്ക് കുലുങ്ങുമ്പോൾ ചെവിയിലേക്ക് ഒരു സാനം കേറും 🫨🫠😂,0
"ഞാൻ ലേറ്റ് ആയി, പണിക്കരു പറഞ്ഞു വിട്ട എല്ലാവന്മാരും നേരത്തെ എത്തി. പണിക്കരെ ഞാൻ തട്ടും.😂",0
kochinte nottam 😭😂,0
pottan aavaam but ingne pottatharam vilich velambaanum oru guts venam .full power nte aavum🤣,0
വിദേശത്തെ അണ്ട്.....അല്ലെഗിൽ വേണ്ട dialogue പഴഗി 😂,1
Avannn pennine nokkan ulla kazhivundadaa😌 karanjitt karyam illaaa,0
" joli nallath illatha chekanmar, allathe ullathinu addi annu",0
chelolth sheriyavum chellolth sheriavula 😁,0
nirthi poda…,1
maap parayanh kaanicha avante manas aarum kannathe pookerth 😂,0
malayalathil parayeda malayali,1
കുണ്ടറ വാണത്തെ തിരിച്ചറിഞ്ഞ മുത്താണ്,0
sorry njn malayalam channel aanu enn karuthi vazhithetti keriyathaane🙏🏻 ith american company trans aanenh karuthiyilla sho ,1
serious aayitt cheyythath aanelm nalla cmdy aayit und..,0
mazhavil boss 🌈✅,1
തോൽവി ആയിരുന്നു ഇത്തവണ 👍🏻,1
പഞ്ചവർണ കോമാളി സ്വയമേ video edit ചെയ്തു അത് പോസ്റ്റും ഇടുന്നോ 🤣🤣,1
സ്വന്തം തന്ത വന്നാൽ ഇത്ര സന്തോഷം ഇണ്ടാവും തോന്നുന്നില്ല 😂,0
😂😂 pundachi mwon bigbossinh veendum ook vaangikkan vannenkunnu🤣🤣,1
ഊക്ക് ഇരന്നു വാങ്ങാൻ വന്ന പരമ സിദ്ധൻ,1
Bigboss polum ookithanu manasilavathe collab cheythirikunh mandann🤣🤣,1
inni kundanh maarude kalikkal aanh🤣🤣,1
Nthada kunda ipppo malabaril!!😂😂,1
Lokam kadarhil vach ettavum valiya vaanam🌈🌈🌈,1
Njngal vilikkenm enn karuthiyatha,0
Nthinada myre nee okke ente feed Ill varune,1
poyi kuninj ninn kodukk oole ishtaayenki,1
mm ninte chaattam engittanenn manassilakunnund🙂,0
Sherikum aaninte face pole aayi,1
nthapadachoone kandtt pediyavin 🥲,0
Ith ntha rajasthani pandilorry pole😂😂,1
makeupum dressingum koodum thoorum purushan aanh ennh eduthu kaanikunnu,1
onninum illya kandittpoykkolam😢🙏,0
pennh aanenkil aanungel poovitt poojikunath kaanamayirunnu,0
വയറ്റിൽ എന്താ തണ്ണിമത്തൻ ഒ 🤣,0
തൊരു പെട്ടെന്ന് വെട്ടി വിഴുങ്ങുന്നത്,1
എന്ത് ജന്മമാണ് എന്റെ ഈശ്വരാ ഇവനെ കൊണ്ട് ഇങ്ങനെ പറ്റത്തുള്ളൂ,1
ഈ ചെക്കൻ ചന്തി കഴുക്കണ കൈ കൊണ്ടാണ് കഴിക്കുന്നത്,1
മാപ്ലയും മാപ്ലയും എന്തെല്ലാ കളിക്ക്ന്ന്😂,0
nnit pennevde🙄🧐,0
ഒത്തില്ല ഒക്കില്ല അതൊക്കെ ആ ചേട്ടൻ കൊണ്ട് പോയി 🔥🔥🔥,0
ivdthe kuttikal veternary padich irangiiyal ulla avastha,0
തേയില പറിക്കാൻ ഇടാൻ പറ്റിയ ഡ്രസ്സ്‌ 🐱,0
evar thammil etho oru gap feel cheyunu.,0
Ullath parayalo munp nth sundari ayirunnu oronn vari thechu thechu aa look angu poyi 😒,1
എന്ത് മാത്രം പെയിന്റ് ആണ് അടിക്കുന്നത്,1
Ith ipo enthaaa Ingane. Kanditenthopole maduppaaann,1
oru 50 vayass kazhinja auntye pole und face ippozh kaananh…,1
Face kondu enthina Ingane goshti kaanikkunne .....,1
ആ മാലയിൽ വീണ് പോയി ഞാൻ.. 😌,0
നന്നായി മോളെ 🥰🙌🙏ആൾ ദി ബെസ്റ്റ്.. പണ്ട് ബിറ്റ് വെച്ചിട്ടും ഞാൻ പ്രീ ഡിഗ്രി തോറ്റത് ഓർത്തു പോയി 🥲,0
"ദേവിയെ 22 വയസൊക്കെ തള്ള ആണെങ്കിൽ, 27 വയസുള്ള ഞാൻ അപ്പുപ്പൻ ആകുമല്ലോ 😳🥹",0
Chandhana mazhel amritha thanne😂,0
പാമ്പ് : ഇവളെ കൊണ്ട് എൻ്റെ ഉള്ള വില കുടി പോയാലോ,0
Adutha pravishem ammamakku oru jersey medichu kodukko? 🤍🙌,0
ഇത്രക്ക് വെളിവ് ഉള്ള കുട്ടി ആ പഞ്ചായത്തിൽ പോലും കാണില്ല 🤌🏻🥲,0
Video adukkunna നിഴലിനെ aarum kanathe povalle🤣,0
ഇതൊക്കെ കണ്ടിട്ട് കടുംകൈ ഒന്നും ചെയ്യരുത്,0
thepp kittiya shesshm chankathi,0
നീ ആ ആന്റപ്പന്റെ ആരെങ്കിലും ആണോ 🙂,0
"ഇജ്ജ് scene ആകല്ല, ഞമ്മക്ക് പലഹാരം ഉണ്ടാക്ക 😂👍🏻",0
തല പൊക്കാൻ എന്താ മഞ്ഞ ചേരയോ 🙃,0
ettan mootha sanghi aanenh thonnunu!!! aano kunje,1
ivale kettiyathode avan theriv circusil poovan thodangi..😂😂😂,1
Theetta sangi aanelum clap fr talent👍,1
ഓഹോ അപ്പോൾ ചാണക സംഘി ആണ് അല്ലേ😂😂😂,1
കെട്ടിയോൻ നല്ലതാണേൽ വായിലെ പല്ല് ഓരോന്ന് ഓരോന്ന് പോവാൻ ചാൻസ് വളരെ കൂടുതലാണ് 😂,1
എന്ന് തുണി മാറുന്ന പോലെ ചെക്കനെ മാറ്റുന്ന പാട്ട കുട്ടി 😌,1
udanadi kalangi enn reel undakkm 💯🤣,0
ഞാൻ ഒരു ഗർഭിണി ആണ്... ഇതൊക്കെ കുറച്ചു അല്ല കുറച്ചേറെ ഓവറാണ് 😮,0
poovanh kozhi mottaidar illya😂,0
ഈ ഇൻസ്റ്റാഗ്രാമിൽ ഒരു തന്റേടം ഉള്ള ഒരു പെണ്ണിനെ കണ്ടു🙏🙏❤️❤️,0
nthina athinte pinnale nadkkne avarude jeevithm avarkk istham ullathpole jeevichu theerkatte 🙌🏻,0
അർഹിച്ച മറുപടി ആരുന്നു 👏🔥,0
xഇത്രയും ഒരുമയുള്ള കമന്റ് ബോക്സ് ഗാന്ധിജി കാണാതെ പോയല്ലോ 🤣🤣,0
Entha ipo undaye 🤣,0
njn ith ntha react cheyyathe enn karuthinikkayirunnu ippo samaadhanam aayi,0
ഇവനെ ശിഖണ്ഡി എന്ന് വിളിക്കാൻ പോലും പറ്റില്ലടോ അവർക്കും ഉണ്ട് ഒരു അധസ്സ്,1
ഈ കുണ്ടേഷിൻ്റെ ഒരു കാര്യം എത്ര കിട്ടിയാലും പഠിക്കുല 😂💜📈,0
Nink adanghi ninnal pore magale on enthangilum akkatte 😛,0
Ravile thane endhe samdhanam🤣🤣🤣🤣🤣,0
Ee baasha eggane manssilakki mole 😂😂😂enike ottum manssilavunnila😂,0
ദൈവമേ.. മൂർഖനേ ആണല്ലോ ചവിട്ടിയത് 😂..,0
verthe famous aavan nokiyatha chammi poyi chami poyi 😂,0
കുറച്ചു ഓവർ ആണ് 😂😂കിട്ടണ്ടത് കിട്ടിയപ്പോൾ സമാദാനമായി 😂😂,0
"paavam aa koch, athinte video ellam njn kaanum..kettal arakkuna comment aa palarum idunnath..ivane onnum verthe videruth 🙏",0
Ninakkum chekkanoo,1
ഇച്ചിമുള്ളി അധോലോകം സ്റ്റേഷനിൽ വന്ന് മുള്ളാതെ ഇരുന്നാൽ മതിയായിരുന്നു 😂,0
ninte aana pooril ethra aazham und?,1
ithile photo kandappo then shardikkanh verunnu ,1
kandale arayam nalla vedi aanh eenh,1
ellam koodi ninte aana pooriyil kalichath aanh,1
ninte karutha aanapooril ethra kunna keriyittund,1
നിന്റെ അമ്മേനെ പണ്ണാൻ എത്രെ ആൾ വീട്ടിൽ വന്നിട്ടുണ്ട്?,1
Thalavedhana ollavark vicks kodkapedum🙂,0
Satyam parayallo innu enikku vandi oodikkan valare pediyanu.,0
Poye poye.. Eniku mathematics marannu pokum 😂,0
Item kollam but ayakkan aale illaalloo daivameey 😹,0
Maari nikkadi nee njn ammene kanatte😌🫶,0
അപ്പൊ ഡോറ കോളേജിൽ ഒക്കെ ആയി അല്ലേ .....👏👏👏😂😂😂😂,0
എന്നോടും പറഞ്ഞായിരുന്നു but എനിക്ക് ചെക്കൻ ഇല്ല്യ... 😮‍💨😏,0
പരന്ന കുണ്ടി ആദ്യമായാണ് കാണുന്നത്😂,1
കോളത്തിൽ രണ്ട് തവളളകളെ കാണാനില്ല ഇപ്പോ ശരിക്കും kand😳,1
ഒരു ഈർക്കിളി ഒരു ബർഗർ 😂😂,1
Paisak vendi nthum cheyyum manasilaaaayi alle liken vendi ullup kurach aaah ummanagilum ingal 🤌,0
chanthi theere illya😂😂,1
എന്തുവാടാ ഇതിൽ ഒന്നും ഇല്ലാലോ😂,0
ചേട്ടാ ഈ ചെറുപഴം എന്താ വില😅,0
കുരങ്ങാ അത് പൊട്ടിക്കല്ല പെണ്ണുകെട്ടാത്ത ചെക്കനാണ്😂,0
ഉയരങ്ങളിൽ എത്തട്ടെ.. എന്നിട്ട് അവിടെന്ന് വീണ് ചാവട്ടെ 🥳🥳🥳,1
njn karagiya mathiiyo😂👨‍🦯,0
കുട്ടിക്ക് കറങ്ങണം എന്ന് ഉണ്ട് പക്ഷെ ടീച്ചർ 😂🔥,0
Le miss: എന്റെ പിള്ളേരെ തൊട്ടു കളിക്കുന്നോടാ പന്നി 😆😂😂,0
ട്രോള്ളുന്നവർക്കൊക്കെ തിരിച്ചുകൊടുകാണാലോ 😂❤️👏,0
പണ്ടൊക്കെ അരഞ്ഞാണം അകത്തായിരുന്നു..... 😂,0
Black sunglasses koode indaayirunnel kurachum koode poli aayene 🔥👍,0
ഇത് കാക്കയുടെ കാഷ്ടം ഒന്നുമല്ല അപ്പുറത്തെ വീട്ടിലെ ചേച്ചിയെ നോക്കി ആശി വാണം വിടുന്നതാണ്😂,1
നീ കാണിക്കട മുത്തേ show കഷ്ടപ്പെട്ട് ഉണ്ടാക്കിയെ അല്ലെ🤌🔥😹,0
ഞാൻ തരുന്ന കാശിനെ അല്ലെ നീ ഈ മസിൽ പെരുപ്പിക്കുന്നെ 😒😂ശരിയാക്കിത്തരാം 🏃😂❤️,0
നല്ല bond അങ്ങനെ daily മിണ്ടാണ്ടെ ആവശ്യം ഇല്ല ഇതൊകെ ധാരാളം 💯🤝😹,0
Ithokke aara padach vidunna,0
ippalalle karyam pidi kittiyath mole🙊🙊,0
കുണ്ടന്റ ലീലാവിലാസം,1
ini njan chathalum mathi,0
സ്ഥിരം ആക്കിക്കോ അമ്പോ തീർ look തന്നേ 📈🔥🔥,0
ന്താടാ പുണ്ടെ പട്ടികളെ കണ്ടാട്ടില്ലേ.... 🤣😄,0
മൈര് ഞാനൊന്നും പറയുന്നില്ല 🚶,1
ഒന്നു ഷോക്ക് ആയേല്ലേടാ മനുഷ്യന്റെ മോനെ 😂💯,0
"അന്ന് autotune ഉണ്ടെന്ന് അറിയില്ലാരുന്നു, അന്ന് ഇത്‌ പാടിയ ആൾടെ സൗണ്ട് ഇങ്ങനെ തന്നെ എന്ന് വിചാരിച്ചു",0
Backill aa vanam nthannh kanikunna,1
Pakachu poi inte balyam 🙂‍↔️,0
ഇതിന്റെ കണ്ണിൽ എന്താ കോഴിക്കാട്ടോ..!!👀,0
Pazhee kuppi patta 😂😂,0
ninnkenna thalakk sughilye😂😂,0
Five paise aa kichunu kodukundavillaaa.. parachilaaa ente makkal,0
Ethinu vayye shavam,1
ഇതെന്താ ഇവളെ പേപ്പട്ടി കടിച്ചുവോ 😮🙄😳,1
Makkale randum nokkiyillelum kozhapam illa bhaviyil avarkk purath irangi nadakkanam athey avar okey avishyappedunnollu,0
Ithokkey manassilakkitt ano enn ariyillla atho manassilakkathe anonnum ariyillla chila kazhuthakal kidann chilakunn,0
pennkuttiyo muthukkithalla,1
marikkanh povuva ennu karachil kand vannatha 🙄ooro time ooronh anallo,0
രാവിലെ കരച്ചിൽ നാടകം ഉച്ചയ്ക്ക് റൊമാൻസ് 😎😎,0
uchakki karayum rathri chirikkum… vallatha asugham thenne 😢😢😢😢😢😢,0
Poyiiii chathoodee... Ooleee,1
അതൊക്കെ അവിടെ നിൽക്കട്ടെ കിച്ചുസുധി പറഞ്ഞതിനൊന്നും താങ്കൾക്ക് മറുപടി പറയാൻ ഇല്ലേ??🙄,0
onnh pooyedi nee pettupoyedi avar paranjath ellam sathym aanh,1
ith ninte abhinayamannekil ninakkoru award theranm myre…. 😂😂😂,1
Polayadimon ennaa abinayamaa 😢😢,1
നല്ല അഭിനയണം ചങ്ങായി സമ്മതിച്ചു നിന്നെ,0
പരമാവധി കിളവയുടെ പേജ് റിപ്പോർട്ട് അടിച്ചാൽ തീരുന്ന പ്രശ്നം മാത്രമേ ഉള്ളു എന്തൊരു നാശം ആണിത്,1
inni eppozha karachil video😌,0
😂😂enthum kattiyalum kelavi kelavi thanne 😂😂😂,1
nee chiricho karayum nee,1
"pennuungal aanh koodthal, comment nokkiko",0
നിങ്ങൾക് വേറെ ഒരു ജോലിയുമില്ലേ സിസ്റ്റർ അന്യ കുടുംബത്തിലെ കാര്യം നോക്കാൻ,0
komaali 🤮lady alinjose🦍,1
Nthinadi pothiye cheratta pokuo,1
Ethina pothipidikkunnathu... Athrayum erakki vettathirunnal mathiallo...ennittoru 🙄😇🤔,0
Valla thamilnactress anengil ivanmar ellam aswadikum,0
Etteche po thalle veruppikkiathe,1
makkale nokkanh pattathavarr ethra valarnnalm kastheppetalum oru vilayum illya,0
ഇവൾ ശരിക്കും വെടിയായി 😂പിലയാടി മോൾ,1
ചേച്ചി എന്തിനും ready ആണ് ഇപ്പോ കാര്യങ്ങൾ ഒക്കെ മനസ്സിലായി,0
nee nthinada ithryum thilakkunath😡😡😡,1
നിന്നോടാണോ ഇതൊക്കെ ചോതിക്കുന്നെ 😮ഇത്രയും ദാരിദ്രവാസി ആണോ അവൻ 😁,0
ഇതിലും ഭേദം വാഴയ്ക്ക് ഒരു തുള ഇടൽ അല്ലെ നല്ലത്... ക്യാഷ് പോകില്ല 😂😂😂😂😂,0
Ivale okke thaangi pidikkaan kore ennam endu.enth kandittaa avo .,0
ഈ ചെക്കന് വേറെ പണിയൊന്നും ഇല്ലേ. രേണു എപ്പോഴും ഈ ചെക്കനെ കൊഞ്ചിച്ചു കൊണ്ടിരിക്കാനോ 😏,0
Marich poyittum ah pavam chettane വിറ്റ് jeevikunna oruthi che 🤐,0
Eduthondu podaaamyrine,1
Eeh അപ്പൊ രണ്ട് കോയയോ?,0
എന്നിട് അവളെ muslim akkum🤣😂👍🏻😁,1
"ഒരു കഴിവും ഇല്ലാത്തവന്റെ പാട്ടാണേലും കേൾക്കാൻ രസണ്ട്,ഈ വീഡിയോയിക്ക് നല്ല ചേരുന്നുണ്ട്.. 😌😂🙌",0
ചിന്നൂട്ടി ഫ്രഷാ... ബാക്കി ഒക്കെ കുറേ ഓടിയതാ 😂😂,1
Ithra confidence mathrame Njan aagrahikkunnullu 😢,0
Ithokke super ennu parayunna kore vanagal,1
Nalloruu kochaarnuu... Pinne enthokkeyoo sambavichu🧘‍♀️,0
അപ്പാപ്പൻ : ഇത് വലിയ ശല്യം ആയല്ലോ 😭😄,0
kochumonte murinh powder eduthittennh thonunnu,0
ith nth saadhnm adichath😂,0
ഡാൻസ് അല്ലെ അവർ കളിക്കട്ടെടാ. അല്ലാതെ വേറെ അനാവശ്യം ഒന്നും അവർ അവിടെ കാണിക്കുന്നില്ല,0
ഒരു ദുശീലവും ഇല്ലാത്ത കുട്ടികള,0
Police stationil ethraa koduthu😂,0
Helmet vechal namle arum kanoolalo😂,0
ആരോ മോട്ടോർ ആക്കി വിട്ടതാ paavam😹,0
ntha mwole vayye😢,1
Le പോരാളി -ഇത് മൊത്തം മായം ആ കഴിക്കാൻ പാടില്ലെന്ന് 😂❤️,0
തള്ളച്ചിയായി എന്നാലും കുട്ടിക്കളി മാറിയിട്ടില്ല but still sundari 🤍😂,0
ലെ bro : കുറച്ച് protein കഴിക്കാൻ ഞാൻ എന്തൊക്കെ കാണണം 😂😂,0
prasavichu pooyi thalli kollanum pattila nthoru avastha😅,0
പെട്ടന്ന് പണ്ടിപ്പട സിനിമ ഓർത്തുപോയ്യ് 😂😂,0
karukkanh ulla tips njngalkkum paranjtha,1
Unnikuttanty adunee pidich nirth chechii😂,0
Ayyo ith minshayalle ivalde pandathe videos nanippalum kanarund ival ithra valuthayo,0
"തിരിച്ച് അടിച്ചിട്ട് അവന്മാർ പിന്നേം കരയും, അച്ഛൻ വരുമ്പോൾ കരച്ചിലിൻ്റെ സൗണ്ട് കൂടും🥲😂",0
"That avstha 🙂🤌🏻 nth venelm theram ente chakkara alleh """,0
പണ്ട് ഇത് പോലെ അച്ചപ്പം മോതിരം ആക്കി കയ്യിൽ ഇടുവാരുന്നു 😐,0
നീ ആ ഏരിയയിൽ ഉള്ളതാണെങ്കിൽ തീർന്നു കുടുംബശ്രീ അമ്മായിമാരുടെ കണ്ണിപ്പെട്ടിട്ടുണ്ട്😂,0
1 aazcha avarkk kudumbasreeyil samsarikkanh ullath aayi,0
Airpods polum venda ente paatu kelkan. Technologiaaaa😂😂😂,0
Kilavi look🤮,1
ivan puthiya thalachoor vecho!! 🧿,1
ബുദ്ധി വച്ച് വരുന്നുണ്ട് 🔥,0
dhe dialogue okke thettathe parayunnu😌🤔,0
ചെരുപ്പിന്റെ ഇടേൽ മുണ്ട് കുടുങ്ങി ചത്തേനെ. ..,0
ravile ellarum onnannh rathrikki thantha viliyum,0
"nthinh kaanichitt pinne marakki, ath avde then indello",1
Nanam ketta shavam,1
allelm ningade veruppikel kond njngalum happy alla,0
oombiya vaaya rand sidilum stitch cheyyith cheruthakk😂,1
patti appi idanh nikkuna pole und😮,1
ആദ്യമൊക്കെ ഇവളെ നല്ല ഇഷ്ട്ടമായിരുന്നു.. ഇപ്പോൾ ഇതിനെ കണ്ടാൽ ദേഷ്യം വരുന്നു.,0
ഇതൊക്കെ കേൾക്കാൻ ആരേലും ഉണ്ടോ.. ഉണ്ടെങ്കിൽ കുഴപ്പമില്ല 😌,0
tholinja thammanja,1
നാട്ടിലെത്തുമ്പോ അന്നെ വിലങ്ങിട്ട് കൊണ്ടോവാൻ എയർപോർട്ടിൽ വൻസന്നാഹത്തോടെ പോലീസ് ആണെന്ന് കേട്ടല്ലോ പുള്ളേ..🙄,0
chechi mask upayogichal nalla bhangi undavum,0
ഷംന കാസിം കണ്ടാൽ ചങ്ക് പൊട്ടി ചാകും മൈരേ,1
Ariyanjittt choyka ndha ithokee…. Sheriki vivarallyanjittaaanooooo atho illyathapole abhinayikaaanoooo😂😂😂,0
nee araadi alavalaathi,1
ചുണ്ണാമ്പു തിന്ന പല്ലി കിടന്നു പിടക്കും പോലെ😂🤣🤣,0
ഓന്തിൻ്റെ മോന്ത😂😂😂😂,1
പാടത്തു കോലം വെക്കാൻ കൊള്ളാം,1
നല്ല കൊച്ചു സുന്ദരി പെൺപിള്ളേരുണ്ട് ആന്റീ . ഈ പേക്കൂത്ത് മഹാബോറാ 🤮,1
ahankaarathinh kayyum thalayum kaalum koduthal,0
ivale ketti idan aarumille,0
Pachatheriyanu parayan thonnunath,1
allavalathi chool,1
Njan karuthi Dakini marichannu…enikku thettiii…,0
Koprayam kanikanum venm Oru confidence 😂😂,0
പാവാട തിരിച്ചു വള്ളി കെട്ടി ഇട്ടതാണെന്ന് തോനുന്നു....,0
ഉഫ്ഫ് ഇവളുടെ മൊല ചപ്പി കുടിക്കണം 🤤🥵,1
ookanh vendi aanh ellrum kannune😂,0
nee ullath kond maathrm kannunila🤑🤑,0
പട്ടാപ്പകൽ യുവതിയുടെ കൈക്ക് കയറി പിടിച്ച കാലന്റെ ദൃശ്യങ്ങൾ വൈറൽ ആകുന്നു 🤭,1
കുണ്ടൻ ആണ് എന്ന് പറയെടാ ശിഖണ്ഡി 🤣🤣,1
രണ്ടാമത് എടുത്തവന്റെ പിടുത്തവും നോട്ടവും എടുത്തതും ഒന്നും ശെരിയല്ലല്ലോ....എന്തോ ഒരു പന്തികേട് pole🙌🙌,0
"ഇങ്ങനെ വല്ലതും ഉണ്ടാക്കു,, അതാണ്‌,,,, കളർ",0
ex flashback itt brain wash chythen paranj poyavane njan orkunnu valland 🤣,0
മൂലത്തിൽ കയറ്റാൻ റൂമൊക്കെ എടുത്ത് തുടങ്ങിയ.. 😂😂പുരോഗതി ഉണ്ട് 😂,1
ivan aaranh ennh ivanh ariyamo enn chodikku bro,0
കുണ്ടന്റെ ഓരോരോ ലീലാവിലാസങ്ങൾ 😃😃😃😃,1
Myrente നാണം..😂,1
Kude oru kattan chaya kudi ayal sett🙌😂,0
ninte kayyil irupp kond aanh ,1
kurach alla kore over aanh,0
ഒരു ലോഡ് തെറി വഴി മാറി പോയി 😂🫶🏻😇❤️,0
ഇവരുടെ ഇപ്പോഴത്തെ പ്രശ്നം fb yum instayum തുറക്കാൻ പറ്റാത്തതാണ്,0
ivar nthinh behalam vekkunu🤔 avar engane venamenkilum jeevichoote,0
